年,季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2014,01,2385,群光電子,16956523,14434551,2521972,--,--,2521972,1763967,--,758005,154726,912731,166965,745766,--,--,745766,-225647,--,520119,676933,--,68833,405337,--,114782,1.04
2014,01,2387,精元電腦,3310361,2931909,378452,--,--,378452,264601,--,113851,-32456,81395,15542,65853,--,--,65853,-6570,--,59283,55547,--,10306,53810,--,5473,0.16
2014,01,2388,威盛電子,1685863,1201846,484017,--,--,484017,664662,--,-180645,-224872,-405517,16868,-422385,--,--,-422385,35504,--,-386881,-417615,--,-4770,-382111,--,-4770,-0.85
2014,01,2390,云辰,244744,171658,73086,--,--,73086,92655,--,-19569,2374,-17195,4315,-21510,--,--,-21510,34631,--,13121,-21539,--,29,12483,--,638,-0.10
2014,01,2392,正崴,23783420,21498096,2285324,--,--,2285324,2001643,--,283681,23241,306922,65136,241786,--,--,241786,149013,--,390799,250396,--,-8610,351231,--,39568,0.50
2014,01,2393,億光電子,6253665,4649387,1604278,--,--,1604278,1117976,--,486302,42472,528774,114158,414616,--,--,414616,-304275,--,110341,418540,--,-3924,110101,--,240,1.00
2014,01,2395,研華,8146552,4767527,3379025,--,--,3379025,2013650,--,1365375,69222,1434597,278342,1156255,--,--,1156255,289447,--,1445702,1152741,--,3514,1439838,--,5864,2.02
2014,01,2397,友通資訊,652077,449807,202270,--,--,202270,121940,--,80330,10843,91173,15165,76008,--,--,76008,7554,--,83562,76008,--,0,83562,--,0,0.66
2014,01,2399,映泰,1253121,1122946,130175,--,--,130175,100025,--,30150,37817,67967,11024,56943,--,--,56943,12051,--,68994,56943,--,--,68994,--,--,0.32
2014,01,2401,凌陽科技,1706542,1038971,667571,--,--,667571,767575,-5,-100009,105809,5800,5410,390,--,--,390,230362,--,230752,8460,--,-8070,239345,--,-8593,0.01
2014,01,2402,毅嘉科技,2782333,2346213,436120,--,--,436120,158811,--,277309,-12355,264954,58978,205976,--,--,205976,81651,--,287627,205976,--,--,287627,--,--,0.62
2014,01,2404,漢唐,1389266,1066613,322653,--,--,322653,130125,--,192528,39991,232519,36698,195821,--,--,195821,23649,--,219470,184950,--,10871,208599,--,10871,0.78
2014,01,2405,浩鑫,2126062,1772635,353427,--,--,353427,315826,1077,38678,-152994,-114316,-1436,-112880,--,--,-112880,192901,--,80021,-117085,--,4205,75225,--,4796,-0.34
2014,01,2406,國碩科技,3130821,2692874,437947,--,--,437947,177655,--,260292,209205,469497,52183,417314,--,--,417314,50940,--,468254,259496,--,157818,310857,--,157397,0.88
2014,01,2408,南亞科,11691512,7030841,4660671,--,--,4660671,704623,--,3956048,2859769,6815817,1929,6813888,-743958,--,6069930,4996,--,6074926,6127705,--,-57775,6132701,--,-57775,0.26
2014,01,2409,友達,93801648,86907265,6894383,--,--,6894383,6236474,--,657909,-358552,299357,133386,165971,--,--,165971,-65154,--,100817,259456,--,-93485,254392,--,-153575,0.03
2014,01,2412,中華電,55049912,35000167,20049745,--,--,20049745,8144081,-8510,11897154,444548,12341702,1956033,10385669,--,--,10385669,-236810,--,10148859,10235417,--,150252,10007673,--,141186,1.32
2014,01,2413,環科,1042909,886672,156237,--,--,156237,156088,--,149,13210,13359,12252,1107,--,--,1107,126154,--,127261,1502,--,-395,127656,--,-395,0.01
2014,01,2414,精技電腦,3391983,3054816,337167,--,--,337167,264094,--,73073,809,73882,7503,66379,--,--,66379,5062,--,71441,64746,--,1633,67652,--,3789,0.40
2014,01,2415,錩新,502511,384855,117656,--,--,117656,72464,1193,46385,-4004,42381,11649,30732,--,--,30732,19269,--,50001,28019,--,2713,43878,--,6123,0.31
2014,01,2417,圓剛,239410,142541,96869,--,--,96869,137101,--,-40232,19020,-21212,1041,-22253,--,--,-22253,4445,--,-17808,-22253,--,--,-17808,--,0,-0.11
2014,01,2419,仲琦,1496866,1121471,375395,--,--,375395,315306,22,60111,9000,69111,6090,63021,--,--,63021,-5665,--,57356,48470,--,14551,42805,--,14551,0.21
2014,01,2420,新巨,864386,575181,289205,--,--,289205,160497,--,128708,33827,162535,29453,133082,--,--,133082,4031,--,137113,131498,--,1584,135529,--,1584,0.86
2014,01,2421,建準電機,2017141,1615673,401468,--,--,401468,352751,--,48717,31432,80149,16524,63625,--,--,63625,31764,--,95389,62484,--,1141,93988,--,1401,0.25
2014,01,2423,固緯,474240,247515,226725,--,--,226725,196079,--,30646,25768,56414,17757,38657,--,--,38657,1874,--,40531,39151,--,-494,41037,--,-506,0.32
2014,01,2424,隴華電子,11137,5827,5310,--,--,5310,7108,--,-1798,6008,4210,17795,-13585,--,--,-13585,-377,--,-13962,-13585,--,--,-13962,--,--,-0.45
2014,01,2425,承啟,1946268,1834888,111380,--,--,111380,22370,--,89010,12865,101875,29,101846,--,--,101846,-1150,--,100696,101846,--,--,100696,--,--,1.08
2014,01,2426,鼎元,1295094,1140660,154434,--,--,154434,76944,--,77490,8352,85842,0,85842,--,--,85842,2518,--,88360,80970,--,4872,83392,--,4968,0.23
2014,01,2427,三商電腦,400946,266847,134099,--,--,134099,136421,--,-2322,7984,5662,2195,3467,--,--,3467,729,--,4196,3463,--,4,4192,--,4,0.02
2014,01,2428,興勤電子,1005005,725444,279561,--,--,279561,113511,--,166050,32608,198658,45632,153026,607,--,153633,21415,--,175048,151975,--,1658,173048,--,2000,1.20
2014,01,2429,銘旺科,198087,209425,-11338,--,--,-11338,14593,--,-25931,-1302,-27233,0,-27233,0,--,-27233,0,--,-27233,--,--,--,--,--,--,-0.74
2014,01,2430,燦坤實業,6779147,5610727,1168420,--,--,1168420,985028,--,183392,10236,193628,37312,156316,--,--,156316,17534,--,173850,177005,--,-20689,194539,--,-20689,1.06
2014,01,2431,聯昌電子,847346,752197,95149,--,--,95149,90501,--,4648,15220,19868,2181,17687,0,--,17687,-990,--,16697,17687,--,--,16697,--,--,0.16
2014,01,2433,互盛電,536565,290052,246513,--,--,246513,152805,--,93708,-10956,82752,14640,68112,--,--,68112,-343846,--,-275734,68030,--,82,-277013,--,1279,0.47
2014,01,2434,統懋,63742,100719,-36977,--,--,-36977,51130,-8929,-97036,417962,320926,0,320926,0,--,320926,14,--,320940,320926,--,--,320940,--,--,2.20
2014,01,2436,偉詮電,405415,310994,94421,--,--,94421,103736,--,-9315,65925,56610,1678,54932,--,--,54932,160403,--,215335,54826,--,106,215008,--,327,0.25
2014,01,2437,旺詮,679714,533472,146242,--,--,146242,75058,--,71184,24214,95398,20850,74548,--,--,74548,-14333,--,60215,74548,--,0,60215,--,0,1.27
2014,01,2438,翔耀實業,7174,10053,-2879,--,--,-2879,6388,--,-9267,-236,-9503,-1557,-7946,--,--,-7946,-81,--,-8027,-7946,--,0,-8027,--,0,-0.16
2014,01,2439,美律,2662575,2055960,606615,--,--,606615,305656,--,300959,36856,337815,53220,284595,--,--,284595,-5647,--,278948,274310,--,10285,268443,--,10505,1.56
2014,01,2440,太空梭,631612,584465,47147,--,--,47147,47754,--,-607,-12725,-13332,2263,-15595,--,--,-15595,-4197,--,-19792,-15595,--,0,-19792,--,0,-0.11
2014,01,2441,超豐電子,2434245,1782823,651422,--,--,651422,87188,--,564234,22872,587106,69496,517610,--,--,517610,--,--,517610,--,--,--,--,--,--,0.91
2014,01,2442,新美齊,208177,161048,47129,--,--,47129,51093,--,-3964,34211,30247,3832,26415,--,--,26415,6540,--,32955,25748,--,667,32319,--,636,0.15
2014,01,2443,新利虹,94818,69959,24859,--,--,24859,40348,--,-15489,7258,-8231,-1347,-6884,--,--,-6884,25827,--,18943,-10139,--,3255,15688,--,3255,-0.07
2014,01,2444,友旺科技,349775,290860,58915,--,--,58915,44539,--,14376,8586,22962,0,22962,0,--,22962,0,--,22962,22962,--,--,22962,--,--,0.17
2014,01,2448,晶電,6240741,5290015,950726,2147,1520,950099,689283,58194,319010,-1266144,-947134,-94629,-852505,--,--,-852505,508218,--,-344287,-841691,--,-10814,-366310,--,22023,-0.91
2014,01,2449,京元電,3529556,2567743,961813,0,0,961813,449221,--,512592,15048,527640,96639,431001,--,--,431001,58133,--,489134,430939,--,62,488917,--,217,0.36
2014,01,2450,神腦,10555843,9118471,1437372,--,--,1437372,1302027,-2872,132473,79261,211734,28805,182929,--,--,182929,-7138,--,175791,182929,--,--,175791,--,--,0.71
2014,01,2451,創見資訊,6794611,5467852,1326759,--,--,1326759,418905,--,907854,114375,1022229,121418,900811,--,--,900811,48427,--,949238,900811,--,--,949238,--,--,2.09
2014,01,2453,凌群,900799,704959,195840,--,--,195840,190621,--,5219,5473,10692,1794,8898,--,--,8898,4643,--,13541,11689,--,-2791,16186,--,-2645,0.12
2014,01,2454,聯發科,46005002,23779339,22225663,--,--,22225663,11412733,--,10812930,688034,11500964,1361623,10139341,--,--,10139341,1117999,--,11257340,10147366,--,-8025,11235269,--,22071,6.82
2014,01,2455,全新,376103,255951,120152,--,--,120152,44240,--,75912,9385,85297,10913,74384,--,--,74384,4576,--,78960,--,--,--,--,--,--,0.30
2014,01,2456,奇力新,905885,709333,196552,0,0,196552,105550,--,91002,-15280,75722,22687,53035,0,--,53035,-14331,--,38704,56044,--,-3009,40912,--,-2208,0.40
2014,01,2457,飛宏科技,2776835,2385168,391667,--,--,391667,404071,--,-12404,39026,26622,20664,5958,0,--,5958,59481,--,65439,6060,--,-102,65725,--,-286,0.02
2014,01,2458,義隆,1705586,922675,782911,--,671,783582,475287,--,308295,50958,359253,64483,294770,--,--,294770,112471,--,407241,319607,--,-24837,431940,--,-24699,0.78
2014,01,2459,敦吉,2127444,1883809,243635,--,--,243635,152354,--,91281,36870,128151,29270,98881,--,--,98881,4038,--,102919,93182,--,5699,98408,--,4511,0.66
2014,01,2460,建通精密,852932,800301,52631,--,--,52631,89814,--,-37183,3086,-34097,-8995,-25102,--,--,-25102,-9743,--,-34845,-25102,--,--,-34845,--,--,-0.15
2014,01,2461,光群雷射,989531,747719,241812,--,12964,254776,203753,--,51023,12175,63198,11482,51716,--,--,51716,15848,--,67564,30853,--,20863,42532,--,25032,0.19
2014,01,2462,良得電,953195,825578,127617,--,--,127617,99730,--,27887,51851,79738,12641,67097,--,--,67097,13826,--,80923,67097,--,--,80923,--,--,0.74
2014,01,2464,盟立,1527961,1286437,241524,--,--,241524,156783,-59,84682,12118,96800,13334,83466,--,--,83466,11815,--,95281,83474,--,-8,95289,--,-8,0.46
2014,01,2465,麗臺科技,539127,458447,80680,--,--,80680,113023,--,-32343,-149,-32492,54,-32546,--,--,-32546,282,--,-32264,-31386,--,-1160,-31118,--,-1146,-0.29
2014,01,2466,冠西電,230615,207244,23371,--,--,23371,59226,--,-35855,16944,-18911,5743,-24654,--,--,-24654,33290,--,8636,-24932,--,278,8358,--,278,-0.18
2014,01,2467,志聖工業,854523,554972,299551,--,--,299551,227720,--,71831,-5989,65842,14363,51479,--,--,51479,56144,--,107623,51898,--,-419,108042,--,-419,0.33
2014,01,2468,華經,407116,362085,45031,--,--,45031,38541,--,6490,3151,9641,1728,7913,--,--,7913,278,--,8191,7913,--,--,8191,--,--,0.11
2014,01,2471,資通,143151,106899,36252,--,--,36252,42841,--,-6589,20423,13834,1115,12719,--,--,12719,570,--,13289,12719,--,--,13289,--,--,0.27
2014,01,2472,立隆電子,1365448,1065470,299978,--,--,299978,168765,--,131213,13919,145132,35575,109557,--,--,109557,-8568,--,100989,109986,--,-429,104201,--,-3212,0.71
2014,01,2474,可成科技,10415869,6112490,4303379,--,--,4303379,1095125,--,3208254,650559,3858813,872009,2986804,--,--,2986804,1094957,--,4081761,2983809,--,2995,4076376,--,5385,3.97
2014,01,2475,華映,14972538,12249302,2723236,--,--,2723236,2097289,--,625947,-308103,317844,-989,318833,--,--,318833,546805,--,865638,81651,--,237182,519823,--,345815,0.01
2014,01,2476,鉅祥,1127611,814501,313110,--,--,313110,192868,315,120557,28537,149094,43428,105666,--,--,105666,-5362,--,100304,90803,--,14863,88221,--,12083,0.37
2014,01,2477,美隆電,790963,701696,89267,--,--,89267,121937,--,-32670,28481,-4189,-605,-3584,--,--,-3584,14392,--,10808,-8840,--,5256,2029,--,8779,-0.04
2014,01,2478,大毅,906678,792180,114498,--,--,114498,100386,--,14112,41447,55559,12015,43544,--,--,43544,-1482,--,42062,42224,--,1320,39237,--,2825,0.17
2014,01,2480,敦陽科技,861574,598902,262672,0,0,262672,199704,--,62968,5661,68629,10586,58043,--,--,58043,522,--,58565,58043,--,0,58565,--,0,0.44
2014,01,2481,強茂,3787359,3136049,651310,--,--,651310,501687,--,149623,-102289,47334,38089,9245,--,--,9245,10784,--,20029,72348,--,-63103,90739,--,-70710,0.20
2014,01,2482,連宇,138661,78211,60450,--,--,60450,71314,--,-10864,7122,-3742,-598,-3144,--,--,-3144,2756,--,-388,-3119,--,-25,-363,--,-25,-0.05
2014,01,2483,百容,376698,297699,78999,--,--,78999,66996,0,12003,28949,40952,2400,38552,--,--,38552,11193,--,49745,37635,--,917,48856,--,889,0.34
2014,01,2484,希華,582665,469494,113171,-667,--,113838,78422,--,35416,15080,50496,13629,36867,--,--,36867,9200,--,46067,40125,--,-3258,49198,--,-3131,0.25
2014,01,2485,兆赫電子,1795247,1468974,326273,--,--,326273,249691,--,76582,133594,210176,32822,177354,--,--,177354,-2829,--,174525,184241,--,-6887,181412,--,-6887,0.58
2014,01,2486,一詮精密,1566474,1417040,149434,--,--,149434,138751,--,10683,46572,57255,8177,49078,--,--,49078,10496,--,59574,51649,--,-2571,62145,--,-2571,0.25
2014,01,2488,漢平,435852,332846,103006,--,--,103006,60680,--,42326,6468,48794,7152,41642,--,--,41642,-43,--,41599,41849,--,-207,41570,--,29,0.52
2014,01,2489,瑞軒,5734972,5104912,630060,--,--,630060,575489,--,54571,350849,405420,57769,347651,--,--,347651,136485,--,484136,342710,--,4941,429296,--,54840,0.42
2014,01,2491,吉祥全,183394,164583,18811,--,--,18811,49890,--,-31079,140836,109757,695,109062,--,--,109062,0,--,109062,51574,--,57488,51574,--,57488,0.82
2014,01,2492,華新科,3209267,2842337,366930,--,--,366930,387617,--,-20687,11878,-8809,9737,-18546,--,--,-18546,151684,--,133138,-24846,--,6300,115632,--,17506,-0.04
2014,01,2493,揚博科技,528336,365234,163102,--,--,163102,81001,--,82101,25629,107730,17787,89943,--,--,89943,-4523,--,85420,--,--,--,--,--,--,0.79
2014,01,2495,普安,368360,198237,170123,--,--,170123,166848,--,3275,19973,23248,4057,19191,--,--,19191,1698,--,20889,19191,--,0,20889,--,0,0.07
2014,01,2496,卓越成功,33572,37949,-4377,--,--,-4377,10714,--,-15091,2539,-12552,0,-12552,--,--,-12552,--,--,-12552,--,--,--,--,--,--,-0.32
2014,01,2497,怡利電子,952351,636372,315979,--,--,315979,142789,--,173190,12968,186158,44351,141807,--,--,141807,455,--,142262,141807,--,--,142262,--,--,1.19
2014,01,2498,宏達電,33120843,26157178,6963665,--,--,6963665,9011356,--,-2047691,166428,-1881263,0,-1881263,--,--,-1881263,594635,--,-1286628,-1881263,--,--,-1286628,--,--,-2.28
2014,01,2499,東貝光電,1911075,1522534,388541,336,--,388205,279804,--,108401,70550,178951,14521,164430,--,--,164430,251992,--,416422,170584,--,-6154,422006,--,-5584,0.53
2014,01,2501,國建,1051342,862792,188550,--,--,188550,283494,--,-94944,-24796,-119740,-6781,-112959,--,--,-112959,-265687,--,-378646,-84702,--,-28257,-340374,--,-38272,-0.05
2014,01,2504,國產,7719365,6946088,773277,--,--,773277,535171,--,238106,-63943,174163,25881,148282,--,--,148282,-64471,--,83811,103411,--,44871,29618,--,54193,0.07
2014,01,2505,國揚實業,749882,521669,228213,--,--,228213,102098,--,126115,-26307,99808,7554,92254,0,--,92254,-6749,--,85505,92254,--,0,85505,--,0,0.18
2014,01,2506,太設,481846,231768,250078,--,--,250078,206222,--,43856,-18621,25235,5429,19806,--,--,19806,-9748,--,10058,16246,--,3560,7915,--,2143,0.04
2014,01,2509,全坤建,9613,6104,3509,--,--,3509,36852,--,-33343,8327,-25016,56,-25072,--,--,-25072,8885,--,-16187,-24481,--,-591,-15596,--,-591,-0.16
2014,01,2511,太子,2526642,1662316,864326,--,--,864326,731697,--,132629,111455,244084,29809,214275,--,--,214275,-209769,--,4506,221963,--,-7688,12220,--,-7714,0.17
2014,01,2515,中工,3043290,2820305,222985,--,--,222985,180054,--,42931,11387,54318,12605,41713,0,--,41713,-17636,--,24077,37379,--,4334,19704,--,4373,0.02
2014,01,2516,新建,2707973,2570862,137111,--,--,137111,49788,--,87323,8641,95964,17597,78367,--,--,78367,-9869,--,68498,77879,--,488,68788,--,-290,0.34
2014,01,2520,冠德,4965164,3146069,1819095,--,--,1819095,347091,--,1472004,-64005,1407999,154262,1253737,--,--,1253737,-4110,--,1249627,1177920,--,75817,1174467,--,75160,2.38
2014,01,2524,京城,400498,192735,207763,--,--,207763,69064,--,138699,-13829,124870,12182,112688,--,--,112688,0,--,112688,--,--,--,--,--,--,0.30
2014,01,2527,宏璟,185965,125777,60188,--,--,60188,44056,--,16132,-315,15817,6422,9395,--,--,9395,522411,--,531806,10807,--,-1412,533218,--,-1412,0.04
2014,01,2528,皇普建設,195932,136658,59274,--,--,59274,19147,--,40127,508,40635,3085,37550,--,--,37550,--,--,37550,--,--,--,--,--,--,0.31
2014,01,2530,華建,2768,2179,589,--,--,589,36429,--,-35840,2160,-33680,6,-33686,--,--,-33686,--,--,-33686,-31285,--,-2401,-31285,--,-2401,-0.12
2014,01,2534,宏盛,7748,2702,5046,--,--,5046,85437,--,-80391,-36571,-116962,4074,-121036,--,--,-121036,11872,--,-109164,--,--,--,--,--,--,-0.21
2014,01,2535,達工,3063780,2865128,198652,--,--,198652,98406,--,100246,21054,121300,23090,98210,--,--,98210,21189,--,119399,98742,--,-532,114531,--,4868,0.48
2014,01,2536,宏普建設,1348676,847033,501643,--,--,501643,44475,--,457168,-45977,411191,39664,371527,--,--,371527,-7626,--,363901,--,--,--,--,--,--,1.16
2014,01,2537,聯上開發,357427,216221,141206,--,--,141206,32203,--,109003,-11156,97847,--,97847,--,--,97847,--,--,97847,--,--,--,--,--,--,0.44
2014,01,2538,基泰建設,163717,74882,88835,--,--,88835,32253,--,56582,-1497,55085,124,54961,--,--,54961,6810,--,61771,54961,--,--,61771,--,--,0.13
2014,01,2539,櫻花建設,159736,109173,50563,--,--,50563,30711,--,19852,-1387,18465,1400,17065,--,--,17065,--,--,17065,--,--,--,--,--,--,0.09
2014,01,2540,愛山林,198605,189864,8741,--,--,8741,49751,--,-41010,-2400,-43410,--,-43410,--,--,-43410,--,--,-43410,-43410,--,0,-43410,--,0,-0.45
2014,01,2542,興富發,2920786,1817675,1103111,--,--,1103111,346027,--,757084,-58357,698727,34678,664049,--,--,664049,-1461,--,662588,652815,--,11234,651354,--,11234,1.11
2014,01,2543,皇昌營造,908483,865928,42555,--,--,42555,28497,--,14058,10634,24692,4077,20615,--,--,20615,--,--,20615,20070,--,545,20070,--,545,0.11
2014,01,2545,皇翔,87168,42281,44887,--,--,44887,147744,--,-102857,-64775,-167632,4317,-171949,--,--,-171949,--,--,-171949,-171949,--,0,-171949,--,0,-0.52
2014,01,2546,根基,1640362,1503659,136703,--,--,136703,41089,--,95614,-2681,92933,16793,76140,--,--,76140,-19113,--,57027,76141,--,-1,57032,--,-5,0.72
2014,01,2547,日勝,735629,313808,421821,--,--,421821,390935,--,30886,-42813,-11927,24130,-36057,--,--,-36057,-108,--,-36165,-39986,--,3929,-40094,--,3929,-0.05
2014,01,2548,華固建設,392832,275129,117703,--,--,117703,148993,--,-31290,-6945,-38235,25935,-64170,--,--,-64170,-8867,--,-73037,-79678,--,15508,-86313,--,13276,-0.29
2014,01,2597,潤弘精密,3066667,2659456,407211,--,--,407211,148742,--,258469,1309,259778,35561,224217,--,--,224217,-155049,--,69168,203373,0,20844,49746,0,19422,1.51
2014,01,2601,益航,2275270,529264,1746006,--,--,1746006,1241594,--,504412,87074,591486,171545,419941,--,--,419941,200000,--,619941,246993,--,172948,396549,--,223392,0.65
2014,01,2603,長榮海運,34320714,34496197,-175483,--,--,-175483,1399528,193584,-1381427,-525321,-1906748,19760,-1926508,--,--,-1926508,802324,--,-1124184,-1694092,--,-232416,-767023,--,-357161,-0.49
2014,01,2605,新興,1274468,758046,516422,--,--,516422,49078,--,467344,-29892,437452,4881,432571,0,--,432571,398017,--,830588,311952,--,120619,664774,--,165814,0.55
2014,01,2606,裕民,2116361,1725797,390564,--,--,390564,74015,--,316549,51266,367815,7423,360392,--,--,360392,496900,--,857292,360392,--,--,857292,--,--,0.42
2014,01,2607,榮運,1471603,1290019,181584,--,--,181584,58198,--,123386,19440,142826,25147,117679,--,--,117679,188988,--,306667,117386,--,293,306142,--,525,0.11
2014,01,2608,嘉里大榮,1890572,1526241,364331,--,--,364331,110362,0,253969,2075,256044,43144,212900,--,--,212900,-624,--,212276,208856,--,4044,208856,--,3420,0.43
2014,01,2609,陽明海運,28241436,28142425,99011,--,--,99011,1471890,346030,-1026849,-459941,-1486790,54080,-1540870,--,--,-1540870,-135363,--,-1676233,-1564036,--,23166,-1711567,--,35334,-0.48
2014,01,2610,華航,35246873,33572895,1673978,--,--,1673978,2547017,--,-873039,-1638886,-2511925,190506,-2702431,--,--,-2702431,-35451,--,-2737882,-2726928,--,24497,-2762112,--,24230,-0.52
2014,01,2611,志信,332869,265107,67762,--,--,67762,79814,--,-12052,13471,1419,1469,-50,--,--,-50,-17158,--,-17208,2139,--,-2189,-14275,--,-2933,0.01
2014,01,2612,中航,846114,622388,223726,--,--,223726,85847,0,137879,-63194,74685,9275,65410,--,--,65410,234609,--,300019,65410,--,0,300019,--,0,0.26
2014,01,2613,中櫃,622694,584222,38472,--,--,38472,26031,--,12441,-4589,7852,1734,6118,--,--,6118,-1379,--,4739,6117,--,1,4738,--,1,0.08
2014,01,2614,東森,3128447,3137272,-8825,--,--,-8825,931432,--,-940257,-545037,-1485294,18486,-1503780,--,--,-1503780,37582,--,-1466198,-1443570,--,-60210,-1405705,--,-60493,-2.07
2014,01,2615,萬海,14754387,13386889,1367498,--,--,1367498,904116,--,463382,300364,763746,107178,656568,--,--,656568,280242,--,936810,655305,--,1263,934473,--,2337,0.30
2014,01,2616,山隆通運,4876549,4597454,279095,--,--,279095,250335,--,28760,20026,48786,9395,39391,--,--,39391,-18580,--,20811,36743,--,2648,18585,--,2226,0.33
2014,01,2617,台航,705939,571503,134436,--,--,134436,32351,--,102085,8923,111008,18000,93008,--,--,93008,143034,--,236042,93008,--,--,236042,--,--,0.22
2014,01,2618,長榮航空,30392098,28296846,2095252,--,--,2095252,2266901,--,-171649,-457289,-628938,152183,-781121,--,--,-781121,64443,--,-716678,-909831,--,128710,-857568,--,140890,-0.28
2014,01,2637,F-慧洋,2130891,1703142,427749,--,--,427749,37479,--,390270,185506,575776,143,575633,--,--,575633,-96887,--,478746,568113,--,7520,468163,--,10583,1.26
2014,01,2642,宅配通,645764,503053,142711,--,--,142711,93192,--,49519,2115,51634,8866,42768,--,--,42768,102556,--,145324,42768,--,--,145324,--,--,0.45
2014,01,2701,萬企,89042,45282,43760,--,--,43760,6759,--,37001,20619,57620,9814,47806,--,--,47806,46119,--,93925,--,--,--,--,--,--,0.13
2014,01,2702,華園,172610,40366,132244,--,--,132244,106776,--,25468,-3656,21812,8828,12984,--,--,12984,17088,--,30072,12984,--,--,30072,--,--,0.15
2014,01,2704,國賓,894351,518300,376051,--,--,376051,226296,--,149755,-6683,143072,22799,120273,--,--,120273,-94018,--,26255,116396,--,3877,22386,--,3869,0.32
2014,01,2705,六福,614475,351591,262884,--,--,262884,282902,--,-20018,-15476,-35494,-398,-35096,--,--,-35096,0,--,-35096,-35096,--,--,-35096,--,--,-0.11
2014,01,2706,第一店,89867,28989,60878,--,--,60878,8356,0,52522,31113,83635,14267,69368,--,0,69368,39406,--,108774,--,--,--,--,--,--,0.19
2014,01,2707,晶華酒店,1496614,901552,595062,--,--,595062,244980,--,350082,9628,359710,63558,296152,--,--,296152,54094,--,350246,296720,--,-568,350822,--,-576,2.79
2014,01,2712,遠雄來,113825,79780,34045,--,--,34045,27290,--,6755,-560,6195,1038,5157,--,--,5157,--,--,5157,--,--,--,--,--,--,0.05
2014,01,2722,夏都,121490,62642,58848,--,--,58848,43305,--,15543,488,16031,2717,13314,--,--,13314,-1743,--,11571,--,--,--,--,--,--,0.16
2014,01,2723,F-美食,4218788,1807100,2411688,--,--,2411688,2128260,--,283428,15111,298539,112778,185761,--,--,185761,-8081,--,177680,182826,--,2935,172249,--,5431,1.30
2014,01,2727,王品,4305464,2046422,2259042,--,--,2259042,1820482,--,438560,6648,445208,104377,340831,--,--,340831,-2268,--,338563,298658,--,42173,297648,--,40915,4.00
2014,01,2731,雄獅旅遊,3425934,2891330,534604,--,--,534604,465970,--,68634,29333,97967,15732,82235,--,--,82235,3883,--,86118,83054,--,-819,86758,--,-640,1.19
2014,01,2841,台灣土地,169879,16024,153855,--,--,153855,130834,--,23021,-14829,8192,-1538,9730,--,--,9730,-209,--,9521,9730,--,0,9521,--,0,0.02
2014,01,2901,欣欣大眾,33291,4637,28654,--,--,28654,23194,--,5460,1820,7280,1238,6042,--,--,6042,-91,--,5951,--,--,--,--,--,--,0.08
2014,01,2903,遠百,11080195,5428772,5651423,--,--,5651423,4855438,--,795985,-26151,769834,268402,501432,--,--,501432,-211180,--,290252,386669,--,114763,170903,--,119349,0.28
2014,01,2904,匯僑,134411,79456,54955,--,--,54955,16919,--,38036,7277,45313,4841,40472,--,--,40472,1283,--,41755,40466,--,6,41749,--,6,0.59
2014,01,2906,高林實,1561734,1205468,356266,--,--,356266,302419,--,53847,-19705,34142,14601,19541,--,--,19541,993,--,20534,21086,--,-1545,21716,--,-1182,0.10
2014,01,2908,特力,9052489,6369070,2683419,--,--,2683419,2348107,--,335312,-11916,323396,46001,277395,--,--,277395,8404,--,285799,271408,--,5987,279152,--,6647,0.56
2014,01,2910,統領,249148,112643,136505,0,0,136505,66716,--,69789,-4234,65555,7557,57998,--,--,57998,-3346,--,54652,57998,--,0,54652,--,0,0.33
2014,01,2911,麗嬰房,2410618,1269771,1140847,--,--,1140847,1208349,--,-67502,-29153,-96655,-46736,-49919,--,--,-49919,3346,--,-46573,-54226,--,4307,-52715,--,6142,-0.26
2014,01,2912,統一超,49787544,34054819,15732725,--,--,15732725,13391946,--,2340779,1375764,3716543,508396,3208147,--,--,3208147,-1739,--,3206408,2969808,--,238339,2968069,--,238339,2.86
2014,01,2913,台灣農林,423986,280973,143013,--,--,143013,69394,1717,75336,83266,158602,-12085,170687,--,--,170687,--,--,170687,162165,--,8522,162165,--,8522,0.23
2014,01,2915,潤泰全球,2703303,1254962,1448341,--,--,1448341,406127,--,1042214,567595,1609809,54059,1555750,--,--,1555750,3909495,--,5465245,1021382,--,534368,3879851,--,1585394,1.15
2014,01,2923,F-鼎固,1375389,599360,776029,--,--,776029,126582,--,649447,-221857,427590,154475,273115,--,--,273115,-167436,--,105679,249333,--,23782,84656,--,21023,0.14
